decision,sku_id,sku_name,category_name,subcategory_name,inventory_capital,inventory_units,unit_cost,unit_price,unit_margin,units_12m,revenue_12m,inventory_return_12m,inventory_roic,days_inventory,top_capital_flag
INVEST,933,HL Road Tire,Accessories,Tires and Tubes,6425.3948,527.0,12.1924,32.6,20.407600000000002,830.0,27058.0,16938.308,2.636150544399233,0.0,False
INVEST,866,"Classic Vest, L",Clothing,Vests,5984.748,252.0,23.749,62.01317,38.26417000000001,205.0,12712.7,7844.154850000002,1.3106909179801727,0.0,False
INVEST,928,LL Mountain Tire,Accessories,Tires and Tubes,5691.896699999999,609.0,9.3463,24.99,15.643699999999999,859.0,21466.41,13437.9383,2.3608893499419974,0.0,False
INVEST,867,"Women's Mountain Shorts, S",Clothing,Shorts,5654.080800000001,216.0,26.1763,41.879053,15.702752999999998,3116.0,130495.130175,48929.77834799999,8.653887356544319,0.0,False
INVEST,713,"Long-Sleeve Logo Jersey, S",Clothing,Jerseys,5542.8912,144.0,38.4923,49.99,11.497700000000002,425.0,21245.75,4886.522500000001,0.8815836940836943,0.0,False
INVEST,932,ML Road Tire,Accessories,Tires and Tubes,5364.776199999999,574.0,9.3463,24.99,15.643699999999999,907.0,22665.93,14188.8359,2.64481413036391,0.0,False
HOLD,857,"Men's Bib-Shorts, L",Clothing,Bib-Shorts,5345.4096,144.0,37.1209,,,,,,,0.0,False
INVEST,952,Chain,Components,Chains,5293.1074,589.0,8.9866,12.114373,3.1277730000000012,734.0,8891.950144,2295.785382000001,0.43373111643266504,0.0,False
INVEST,934,Touring Tire,Accessories,Tires and Tubes,5225.9886,482.0,10.8423,28.99,18.1477,925.0,26815.75,16786.6225,3.2121429618120487,0.0,False
INVEST,865,"Classic Vest, M",Clothing,Vests,5129.784,216.0,23.749,39.833342,16.084342000000003,2054.0,81817.68625,33037.238468,6.440278668263616,0.0,False
HOLD,851,"Men's Sports Shorts, XL",Clothing,Shorts,4454.262,180.0,24.7459,,,,,,,0.0,False
INVEST,864,"Classic Vest, S",Clothing,Vests,4274.82,180.0,23.749,37.036656,13.287656000000002,3908.0,144739.25205,51928.15964800001,12.14744940091045,0.0,False
INVEST,708,"Sport-100 Helmet, Black",Accessories,Helmets,4239.9612,324.0,13.0863,27.8931,14.8068,4031.0,112437.086437,59686.2108,14.077065327861964,0.0,False
HOLD,856,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,4009.0571999999997,108.0,37.1209,58.4935,21.3726,10.0,584.935,213.726,0.05331078838186694,0.0,False
HOLD,848,Headlights - Weatherproof,Accessories,Lights,4008.6144,216.0,18.5584,,,,,,,0.0,False
INVEST,931,LL Road Tire,Accessories,Tires and Tubes,3922.2024,488.0,8.0373,21.49,13.452699999999998,1027.0,22070.23,13815.922899999998,3.522491062674378,0.0,False
INVEST,707,"Sport-100 Helmet, Red",Accessories,Helmets,3768.8543999999997,288.0,13.0863,28.614251,15.527951,3940.0,112740.152322,61180.12694,16.233083172435638,0.0,False
HOLD,842,"Touring-Panniers, Large",Accessories,Panniers,3712.5,72.0,51.5625,,,,,,,0.0,False
HOLD,850,"Men's Sports Shorts, L",Clothing,Shorts,3563.4096,144.0,24.7459,,,,,,,0.0,False
HOLD,845,Mountain Pump,Accessories,Pumps,3339.9216,324.0,10.3084,,,,,,,0.0,False
HOLD,884,"Short-Sleeve Classic Jersey, XL",Clothing,Jerseys,2993.2056,72.0,41.5723,33.747113,-7.825187,3535.0,119296.044848,-27662.036044999997,-9.24160907790631,0.0,False
INVEST,858,"Half-Finger Gloves, S",Clothing,Gloves,2967.6132,324.0,9.1593,17.733259,8.573959,1513.0,26830.421136,12972.399967000001,4.37132439193895,0.0,False
INVEST,711,"Sport-100 Helmet, Blue",Accessories,Helmets,2826.6408,216.0,13.0863,27.932328,14.846027999999999,4056.0,113293.522671,60215.489568,21.302844552445432,0.0,False
HOLD,855,"Men's Bib-Shorts, S",Clothing,Bib-Shorts,2672.7048,72.0,37.1209,58.4935,21.3726,2.0,116.987,42.7452,0.01599323651456008,0.0,False
HOLD,849,"Men's Sports Shorts, M",Clothing,Shorts,2672.5571999999997,108.0,24.7459,38.9935,14.247599999999998,2.0,77.987,28.495199999999997,0.010662147848510033,0.0,False
HOLD,843,Cable Lock,Accessories,Locks,2598.75,252.0,10.3125,15.0,4.6875,1.0,15.0,4.6875,0.0018037518037518038,0.0,False
HOLD,847,Headlights - Dual-Beam,Accessories,Lights,2598.012,180.0,14.4334,,,,,,,0.0,False
HOLD,844,Minipump,Accessories,Pumps,2374.8192000000004,288.0,8.2459,,,,,,,0.0,False
HOLD,863,"Full-Finger Gloves, L",Clothing,Gloves,2256.6096,144.0,15.6709,24.6935,9.0226,13.0,321.0155,117.2938,0.05197788753535393,0.0,False
INVEST,880,Hydration Pack - 70 oz.,Accessories,Hydration Packs,2221.1603999999998,108.0,20.5663,38.622459,18.056159,2574.0,99414.210402,46476.553266,20.924447089008073,0.0,False
HOLD,712,AWC Logo Cap,Clothing,Caps,1993.6224,288.0,6.9223,6.942121,0.01982100000000031,4711.0,32704.333531,93.37673100000146,0.046837721626724026,0.0,False
HOLD,862,"Full-Finger Gloves, M",Clothing,Gloves,1692.4572,108.0,15.6709,24.6935,9.0226,9.0,222.2415,81.2034,0.04797958849417285,0.0,False
HOLD,883,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,1496.6028,36.0,41.5723,34.795785,-6.776514999999996,2609.0,90782.203567,-17679.92763499999,-11.813373351299349,0.0,False
HOLD,861,"Full-Finger Gloves, S",Clothing,Gloves,1128.3048,72.0,15.6709,24.6935,9.0226,7.0,172.8545,63.15820000000001,0.055976186576535004,0.0,False
HOLD,854,"Women's Tights, L",Clothing,Tights,1113.6024,36.0,30.9334,48.7435,17.8101,11.0,536.1785,195.91109999999998,0.17592553679841205,0.0,False
INVEST,872,Road Bottle Cage,Accessories,Bottles and Cages,1089.3852,324.0,3.3623,8.99,5.627700000000001,1636.0,14707.64,9206.917200000002,8.451479972373411,0.0,False
INVEST,871,Mountain Bottle Cage,Accessories,Bottles and Cages,1076.0544,288.0,3.7363,9.99,6.2537,1972.0,19700.28,12332.296400000001,11.460662583601723,0.0,False
INVEST,921,Mountain Tire Tube,Accessories,Tires and Tubes,987.2727,529.0,1.8663,4.99,3.1237000000000004,3069.0,15314.31,9586.635300000002,9.7102201853652,0.0,False
INVEST,875,"Racing Socks, L",Clothing,Socks,968.3424,288.0,3.3623,5.598149,2.2358490000000004,2293.0,12836.556694,5126.801757000001,5.294410073337697,0.0,False
INVEST,923,Touring Tire Tube,Accessories,Tires and Tubes,936.8826,502.0,1.8663,4.99,3.1237000000000004,1480.0,7385.2,4623.076000000001,4.934530751238203,0.0,False
INVEST,878,Fender Set - Mountain,Accessories,Fenders,887.814,108.0,8.2205,21.98,13.759500000000001,2071.0,45520.58,28495.9245,32.09672803087133,0.0,False
INVEST,874,"Racing Socks, M",Clothing,Socks,847.2995999999999,252.0,3.3623,6.108375,2.746075,1455.0,8887.686608,3995.539125,4.715615497753097,0.0,False
HOLD,846,Taillights - Battery-Powered,Accessories,Lights,831.0096,144.0,5.7709,,,,,,,0.0,False
INVEST,922,Road Tire Tube,Accessories,Tires and Tubes,753.6115,505.0,1.4923,3.99,2.4977,2336.0,9320.64,5834.6272,7.74222155580163,0.0,False
HOLD,710,"Mountain Bike Socks, L",Clothing,Socks,733.6008,216.0,3.3963,,,,,,,0.0,False
HOLD,709,"Mountain Bike Socks, M",Clothing,Socks,611.3340000000001,180.0,3.3963,,,,,,,0.0,False
INVEST,870,Water Bottle - 30 oz.,Accessories,Bottles and Cages,470.30760000000004,252.0,1.8663,4.24401,2.3777100000000004,6469.0,27454.504952,15381.405990000003,32.70499135034178,0.0,False
INVEST,860,"Half-Finger Gloves, L",Clothing,Gloves,329.7348,36.0,9.1593,19.403992,10.244691999999999,905.0,17560.613276,9271.446259999999,28.117888254439624,0.0,False
INVEST,873,Patch Kit/8 Patches,Accessories,Tires and Tubes,154.17000000000002,180.0,0.8565,2.144954,1.2884539999999998,3732.0,8004.971632,4808.510327999999,31.189662891613146,0.0,False
INVEST,877,Bike Wash - Dissolver,Accessories,Cleaners,107.03880000000001,36.0,2.9733,5.609043,2.6357429999999997,3072.0,17230.98105,8097.002495999999,75.64549019607841,0.0,False
HOLD,742,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,0.0,0.0,747.2002,818.7,71.49980000000005,242.0,198125.4,17302.95160000001,,,False
HOLD,746,"HL Mountain Frame - Black, 46",Components,Mountain Frames,0.0,0.0,739.041,,,,,,,,False
HOLD,743,"HL Mountain Frame - Black, 42",Components,Mountain Frames,0.0,0.0,739.041,809.76,70.71899999999994,444.0,359533.44,31399.23599999997,,,False
HOLD,831,"ML Mountain Frame - Black, 44",Components,Mountain Frames,0.0,0.0,185.8193,,,,,,,,False
HOLD,744,"HL Mountain Frame - Black, 44",Components,Mountain Frames,0.0,0.0,699.0928,,,,,,,,False
HOLD,745,"HL Mountain Frame - Black, 48",Components,Mountain Frames,0.0,0.0,699.0928,,,,,,,,False
HOLD,830,"ML Mountain Frame - Black, 40",Components,Mountain Frames,0.0,0.0,185.8193,,,,,,,,False
HOLD,739,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,0.0,0.0,747.2002,818.7,71.49980000000005,140.0,114618.0,10009.972000000007,,,False
HOLD,741,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,0.0,0.0,706.811,,,,,,,,False
HOLD,740,"HL Mountain Frame - Silver, 44",Components,Mountain Frames,0.0,0.0,706.811,,,,,,,,False
HOLD,717,"HL Road Frame - Red, 62",Components,Road Frames,0.0,0.0,868.6342,858.9,-9.734199999999987,181.0,155460.9,-1761.8901999999975,,,False
HOLD,718,"HL Road Frame - Red, 44",Components,Road Frames,0.0,0.0,868.6342,858.9,-9.734199999999987,177.0,152025.3,-1722.9533999999976,,,False
HOLD,719,"HL Road Frame - Red, 48",Components,Road Frames,0.0,0.0,868.6342,858.9,-9.734199999999987,45.0,38650.5,-438.0389999999994,,,False
HOLD,720,"HL Road Frame - Red, 52",Components,Road Frames,0.0,0.0,868.6342,,,,,,,,False
HOLD,721,"HL Road Frame - Red, 56",Components,Road Frames,0.0,0.0,868.6342,,,,,,,,False
HOLD,722,"LL Road Frame - Black, 58",Components,Road Frames,0.0,0.0,204.6251,202.332,-2.2931000000000097,268.0,54224.976,-614.5508000000026,,,False
HOLD,723,"LL Road Frame - Black, 60",Components,Road Frames,0.0,0.0,204.6251,202.332,-2.2931000000000097,44.0,8902.608,-100.89640000000043,,,False
HOLD,724,"LL Road Frame - Black, 62",Components,Road Frames,0.0,0.0,204.6251,,,,,,,,False
HOLD,725,"LL Road Frame - Red, 44",Components,Road Frames,0.0,0.0,187.1571,,,,,,,,False
HOLD,726,"LL Road Frame - Red, 48",Components,Road Frames,0.0,0.0,187.1571,249.5428,62.385699999999986,2.0,499.0856,124.77139999999997,,,False
HOLD,727,"LL Road Frame - Red, 52",Components,Road Frames,0.0,0.0,187.1571,,,,,,,,False
HOLD,728,"LL Road Frame - Red, 58",Components,Road Frames,0.0,0.0,187.1571,,,,,,,,False
HOLD,729,"LL Road Frame - Red, 60",Components,Road Frames,0.0,0.0,187.1571,249.5428,62.385699999999986,2.0,499.0856,124.77139999999997,,,False
HOLD,730,"LL Road Frame - Red, 62",Components,Road Frames,0.0,0.0,187.1571,249.5428,62.385699999999986,2.0,499.0856,124.77139999999997,,,False
HOLD,731,"ML Road Frame - Red, 44",Components,Road Frames,0.0,0.0,352.1394,,,,,,,,False
HOLD,732,"ML Road Frame - Red, 48",Components,Road Frames,0.0,0.0,352.1394,,,,,,,,False
HOLD,733,"ML Road Frame - Red, 52",Components,Road Frames,0.0,0.0,352.1394,,,,,,,,False
HOLD,734,"ML Road Frame - Red, 58",Components,Road Frames,0.0,0.0,352.1394,,,,,,,,False
HOLD,735,"ML Road Frame - Red, 60",Components,Road Frames,0.0,0.0,352.1394,,,,,,,,False
HOLD,736,"LL Road Frame - Black, 44",Components,Road Frames,0.0,0.0,204.6251,202.332,-2.2931000000000097,59.0,11937.588,-135.29290000000057,,,False
HOLD,737,"LL Road Frame - Black, 48",Components,Road Frames,0.0,0.0,204.6251,,,,,,,,False
HOLD,738,"LL Road Frame - Black, 52",Components,Road Frames,0.0,0.0,204.6251,201.880294,-2.744806000000011,519.0,104775.872656,-1424.554314000006,,,False
HOLD,833,"ML Road Frame-W - Yellow, 40",Components,Road Frames,0.0,0.0,360.9428,356.898,-4.044799999999952,48.0,17131.104,-194.15039999999772,,,False
HOLD,832,"ML Mountain Frame - Black, 48",Components,Mountain Frames,0.0,0.0,185.8193,258.0824,72.26310000000001,1.0,258.0824,72.26310000000001,,,False
HOLD,893,"HL Touring Frame - Blue, 60",Components,Touring Frames,0.0,0.0,601.7437,597.012422,-4.731277999999975,328.0,195820.074434,-1551.8591839999917,,,False
HOLD,834,"ML Road Frame-W - Yellow, 42",Components,Road Frames,0.0,0.0,360.9428,,,,,,,,False
HOLD,903,"LL Touring Frame - Blue, 44",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,23.0,4601.196,4.602299999999815,,,False
HOLD,888,"HL Touring Frame - Yellow, 50",Components,Touring Frames,0.0,0.0,601.7437,602.346,0.6023000000000138,67.0,40357.182,40.354100000000926,,,False
HOLD,889,"HL Touring Frame - Yellow, 54",Components,Touring Frames,0.0,0.0,601.7437,598.472775,-3.270925000000034,516.0,308811.951972,-1687.7973000000175,,,False
HOLD,890,"HL Touring Frame - Blue, 46",Components,Touring Frames,0.0,0.0,601.7437,602.346,0.6023000000000138,102.0,61439.292,61.43460000000141,,,False
HOLD,891,"HL Touring Frame - Blue, 50",Components,Touring Frames,0.0,0.0,601.7437,602.346,0.6023000000000138,106.0,63848.676,63.843800000001465,,,False
HOLD,906,"ML Mountain Frame-W - Silver, 46",Components,Mountain Frames,0.0,0.0,199.3757,218.454,19.078300000000013,157.0,34297.278,2995.293100000002,,,False
HOLD,905,"ML Mountain Frame-W - Silver, 42",Components,Mountain Frames,0.0,0.0,199.3757,218.454,19.078300000000013,574.0,125392.596,10950.944200000007,,,False
HOLD,904,"ML Mountain Frame-W - Silver, 40",Components,Mountain Frames,0.0,0.0,199.3757,217.75368,18.377980000000008,805.0,175291.713044,14794.273900000006,,,False
HOLD,902,"LL Touring Frame - Yellow, 58",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,31.0,6201.612,6.2030999999997505,,,False
HOLD,886,"LL Touring Frame - Yellow, 62",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,310.0,62016.12,62.030999999997505,,,False
HOLD,901,"LL Touring Frame - Yellow, 54",Components,Touring Frames,0.0,0.0,199.8519,,,,,,,,False
HOLD,900,"LL Touring Frame - Yellow, 50",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,213.0,42611.076,42.621299999998286,,,False
HOLD,899,"LL Touring Frame - Yellow, 44",Components,Touring Frames,0.0,0.0,199.8519,199.621156,-0.23074399999998718,269.0,53698.091208,-62.07013599999655,,,False
HOLD,898,"LL Touring Frame - Blue, 62",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,14.0,2800.728,2.8013999999998873,,,False
HOLD,897,"LL Touring Frame - Blue, 58",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,4.0,800.208,0.8003999999999678,,,False
HOLD,896,"LL Touring Frame - Blue, 54",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,192.0,38409.984,38.419199999998455,,,False
HOLD,895,"LL Touring Frame - Blue, 50",Components,Touring Frames,0.0,0.0,199.8519,200.052,0.20009999999999195,292.0,58415.184,58.42919999999765,,,False
HOLD,887,"HL Touring Frame - Yellow, 46",Components,Touring Frames,0.0,0.0,601.7437,602.346,0.6023000000000138,73.0,43971.258,43.96790000000101,,,False
HOLD,885,"HL Touring Frame - Yellow, 60",Components,Touring Frames,0.0,0.0,601.7437,600.307894,-1.4358059999999568,358.0,214910.226212,-514.0185479999845,,,False
HOLD,835,"ML Road Frame-W - Yellow, 44",Components,Road Frames,0.0,0.0,360.9428,356.898,-4.044799999999952,567.0,202361.166,-2293.401599999973,,,False
HOLD,876,Hitch Rack - 4-Bike,Accessories,Bike Racks,0.0,0.0,44.88,75.310246,30.430246000000004,2936.0,221110.884,89343.20225600002,,,False
HOLD,836,"ML Road Frame-W - Yellow, 48",Components,Road Frames,0.0,0.0,360.9428,356.898,-4.044799999999952,352.0,125628.096,-1423.7695999999833,,,False
HOLD,837,"HL Road Frame - Black, 62",Components,Road Frames,0.0,0.0,868.6342,,,,,,,,False
HOLD,838,"HL Road Frame - Black, 44",Components,Road Frames,0.0,0.0,868.6342,858.9,-9.734199999999987,179.0,153743.1,-1742.4217999999978,,,False
HOLD,839,"HL Road Frame - Black, 48",Components,Road Frames,0.0,0.0,868.6342,858.9,-9.734199999999987,41.0,35214.9,-399.10219999999947,,,False
HOLD,840,"HL Road Frame - Black, 52",Components,Road Frames,0.0,0.0,868.6342,,,,,,,,False
HOLD,892,"HL Touring Frame - Blue, 54",Components,Touring Frames,0.0,0.0,601.7437,601.626496,-0.11720400000001518,485.0,291788.850884,-56.843940000007365,,,False
HOLD,859,"Half-Finger Gloves, M",Clothing,Gloves,0.0,0.0,9.1593,16.683094,7.5237940000000005,2211.0,36886.321261,16635.108534000003,,,False
HOLD,927,"LL Mountain Frame - Black, 52",Components,Mountain Frames,0.0,0.0,136.785,149.874,13.088999999999999,13.0,1948.362,170.15699999999998,,,False
HOLD,882,"Short-Sleeve Classic Jersey, M",Clothing,Jerseys,0.0,0.0,41.5723,53.99,12.417700000000004,392.0,21164.08,4867.738400000001,,,False
HOLD,926,"LL Mountain Frame - Black, 48",Components,Mountain Frames,0.0,0.0,136.785,149.874,13.088999999999999,353.0,52905.522,4620.4169999999995,,,False
HOLD,925,"LL Mountain Frame - Black, 44",Components,Mountain Frames,0.0,0.0,136.785,149.719503,12.934503000000007,562.0,84142.360996,7269.190686000004,,,False
HOLD,924,"LL Mountain Frame - Black, 42",Components,Mountain Frames,0.0,0.0,136.785,149.874,13.088999999999999,385.0,57701.49,5039.264999999999,,,False
HOLD,920,"LL Mountain Frame - Silver, 52",Components,Mountain Frames,0.0,0.0,144.5938,158.43,13.83620000000002,381.0,60361.83,5271.592200000007,,,False
HOLD,919,"LL Mountain Frame - Silver, 48",Components,Mountain Frames,0.0,0.0,144.5938,158.43,13.83620000000002,37.0,5861.91,511.9394000000007,,,False
HOLD,918,"LL Mountain Frame - Silver, 44",Components,Mountain Frames,0.0,0.0,144.5938,158.43,13.83620000000002,342.0,54183.06,4731.980400000007,,,False
HOLD,917,"LL Mountain Frame - Silver, 42",Components,Mountain Frames,0.0,0.0,144.5938,157.928214,13.33441400000001,582.0,91914.2207,7760.628948000006,,,False
HOLD,853,"Women's Tights, M",Clothing,Tights,0.0,0.0,30.9334,,,,,,,,False
HOLD,1,Adjustable Race,,,,1085.0,,,,,,,,,False
HOLD,2,Bearing Ball,,,,1109.0,,,,,,,,,False
HOLD,3,BB Ball Bearing,,,,1352.0,,,,,,,,,False
HOLD,4,Headset Ball Bearings,,,,1322.0,,,,,,,,,False
HOLD,316,Blade,,,,1361.0,,,,,,,,,False
HOLD,317,LL Crankarm,,,,593.0,,,,,,,,,False
HOLD,318,ML Crankarm,,,,439.0,,,,,,,,,False
HOLD,319,HL Crankarm,,,,797.0,,,,,,,,,False
HOLD,320,Chainring Bolts,,,,1136.0,,,,,,,,,False
HOLD,321,Chainring Nut,,,,1750.0,,,,,,,,,False
HOLD,322,Chainring,,,,1684.0,,,,,,,,,False
HOLD,323,Crown Race,,,,1684.0,,,,,,,,,False
HOLD,324,Chain Stays,,,,1629.0,,,,,,,,,False
HOLD,325,Decal 1,,,,1750.0,,,,,,,,,False
HOLD,326,Decal 2,,,,1684.0,,,,,,,,,False
HOLD,327,Down Tube,,,,1364.0,,,,,,,,,False
HOLD,328,Mountain End Caps,,,,1629.0,,,,,,,,,False
HOLD,329,Road End Caps,,,,1601.0,,,,,,,,,False
HOLD,330,Touring End Caps,,,,1571.0,,,,,,,,,False
HOLD,331,Fork End,,,,1405.0,,,,,,,,,False
HOLD,332,Freewheel,,,,844.0,,,,,,,,,False
HOLD,341,Flat Washer 1,,,,1103.0,,,,,,,,,False
HOLD,342,Flat Washer 6,,,,1093.0,,,,,,,,,False
HOLD,343,Flat Washer 2,,,,1673.0,,,,,,,,,False
HOLD,344,Flat Washer 9,,,,1072.0,,,,,,,,,False
HOLD,345,Flat Washer 4,,,,936.0,,,,,,,,,False
HOLD,346,Flat Washer 3,,,,1702.0,,,,,,,,,False
HOLD,347,Flat Washer 8,,,,896.0,,,,,,,,,False
HOLD,348,Flat Washer 5,,,,911.0,,,,,,,,,False
HOLD,349,Flat Washer 7,,,,926.0,,,,,,,,,False
HOLD,350,Fork Crown,,,,1341.0,,,,,,,,,False
HOLD,351,Front Derailleur Cage,,,,605.0,,,,,,,,,False
HOLD,352,Front Derailleur Linkage,,,,773.0,,,,,,,,,False
HOLD,355,Guide Pulley,,,,822.0,,,,,,,,,False
HOLD,356,LL Grip Tape,,,,780.0,,,,,,,,,False
HOLD,357,ML Grip Tape,,,,736.0,,,,,,,,,False
HOLD,358,HL Grip Tape,,,,693.0,,,,,,,,,False
HOLD,359,Thin-Jam Hex Nut 9,,,,1103.0,,,,,,,,,False
HOLD,360,Thin-Jam Hex Nut 10,,,,1084.0,,,,,,,,,False
HOLD,361,Thin-Jam Hex Nut 1,,,,1631.0,,,,,,,,,False
HOLD,362,Thin-Jam Hex Nut 2,,,,1026.0,,,,,,,,,False
HOLD,363,Thin-Jam Hex Nut 15,,,,1761.0,,,,,,,,,False
HOLD,364,Thin-Jam Hex Nut 16,,,,1052.0,,,,,,,,,False
HOLD,365,Thin-Jam Hex Nut 5,,,,1721.0,,,,,,,,,False
HOLD,366,Thin-Jam Hex Nut 6,,,,1029.0,,,,,,,,,False
HOLD,367,Thin-Jam Hex Nut 3,,,,1901.0,,,,,,,,,False
HOLD,368,Thin-Jam Hex Nut 4,,,,1103.0,,,,,,,,,False
HOLD,369,Thin-Jam Hex Nut 13,,,,1084.0,,,,,,,,,False
HOLD,370,Thin-Jam Hex Nut 14,,,,883.0,,,,,,,,,False
HOLD,371,Thin-Jam Hex Nut 7,,,,1781.0,,,,,,,,,False
HOLD,372,Thin-Jam Hex Nut 8,,,,897.0,,,,,,,,,False
HOLD,373,Thin-Jam Hex Nut 12,,,,906.0,,,,,,,,,False
HOLD,374,Thin-Jam Hex Nut 11,,,,916.0,,,,,,,,,False
HOLD,375,Hex Nut 5,,,,925.0,,,,,,,,,False
HOLD,376,Hex Nut 6,,,,1781.0,,,,,,,,,False
HOLD,377,Hex Nut 16,,,,941.0,,,,,,,,,False
HOLD,378,Hex Nut 17,,,,926.0,,,,,,,,,False
HOLD,379,Hex Nut 7,,,,1911.0,,,,,,,,,False
HOLD,380,Hex Nut 8,,,,770.0,,,,,,,,,False
HOLD,381,Hex Nut 9,,,,789.0,,,,,,,,,False
HOLD,382,Hex Nut 22,,,,808.0,,,,,,,,,False
HOLD,383,Hex Nut 23,,,,1901.0,,,,,,,,,False
HOLD,384,Hex Nut 12,,,,820.0,,,,,,,,,False
HOLD,385,Hex Nut 13,,,,1778.0,,,,,,,,,False
HOLD,386,Hex Nut 1,,,,725.0,,,,,,,,,False
HOLD,387,Hex Nut 10,,,,1888.0,,,,,,,,,False
HOLD,388,Hex Nut 11,,,,798.0,,,,,,,,,False
HOLD,389,Hex Nut 2,,,,1808.0,,,,,,,,,False
HOLD,390,Hex Nut 20,,,,798.0,,,,,,,,,False
HOLD,391,Hex Nut 21,,,,809.0,,,,,,,,,False
HOLD,392,Hex Nut 3,,,,818.0,,,,,,,,,False
HOLD,393,Hex Nut 14,,,,1880.0,,,,,,,,,False
HOLD,394,Hex Nut 15,,,,911.0,,,,,,,,,False
HOLD,395,Hex Nut 4,,,,784.0,,,,,,,,,False
HOLD,396,Hex Nut 18,,,,1824.0,,,,,,,,,False
HOLD,397,Hex Nut 19,,,,1652.0,,,,,,,,,False
HOLD,398,Handlebar Tube,,,,1326.0,,,,,,,,,False
HOLD,399,Head Tube,,,,1308.0,,,,,,,,,False
HOLD,400,LL Hub,,,,790.0,,,,,,,,,False
HOLD,401,HL Hub,,,,797.0,,,,,,,,,False
HOLD,402,Keyed Washer,,,,990.0,,,,,,,,,False
HOLD,403,External Lock Washer 3,,,,981.0,,,,,,,,,False
HOLD,404,External Lock Washer 4,,,,972.0,,,,,,,,,False
HOLD,405,External Lock Washer 9,,,,963.0,,,,,,,,,False
HOLD,406,External Lock Washer 5,,,,952.0,,,,,,,,,False
HOLD,407,External Lock Washer 7,,,,1672.0,,,,,,,,,False
HOLD,408,External Lock Washer 6,,,,1057.0,,,,,,,,,False
HOLD,409,External Lock Washer 1,,,,1046.0,,,,,,,,,False
HOLD,410,External Lock Washer 8,,,,1037.0,,,,,,,,,False
HOLD,411,External Lock Washer 2,,,,1614.0,,,,,,,,,False
HOLD,412,Internal Lock Washer 3,,,,776.0,,,,,,,,,False
HOLD,413,Internal Lock Washer 4,,,,1703.0,,,,,,,,,False
HOLD,414,Internal Lock Washer 9,,,,1119.0,,,,,,,,,False
HOLD,415,Internal Lock Washer 5,,,,1104.0,,,,,,,,,False
HOLD,416,Internal Lock Washer 7,,,,1090.0,,,,,,,,,False
HOLD,417,Internal Lock Washer 6,,,,1715.0,,,,,,,,,False
HOLD,418,Internal Lock Washer 10,,,,919.0,,,,,,,,,False
HOLD,419,Internal Lock Washer 1,,,,914.0,,,,,,,,,False
HOLD,420,Internal Lock Washer 8,,,,909.0,,,,,,,,,False
HOLD,421,Internal Lock Washer 2,,,,905.0,,,,,,,,,False
HOLD,422,Thin-Jam Lock Nut 9,,,,1632.0,,,,,,,,,False
HOLD,423,Thin-Jam Lock Nut 10,,,,1628.0,,,,,,,,,False
HOLD,424,Thin-Jam Lock Nut 1,,,,1623.0,,,,,,,,,False
HOLD,425,Thin-Jam Lock Nut 2,,,,1618.0,,,,,,,,,False
HOLD,426,Thin-Jam Lock Nut 15,,,,1613.0,,,,,,,,,False
HOLD,427,Thin-Jam Lock Nut 16,,,,1608.0,,,,,,,,,False
HOLD,428,Thin-Jam Lock Nut 5,,,,1604.0,,,,,,,,,False
HOLD,429,Thin-Jam Lock Nut 6,,,,1599.0,,,,,,,,,False
HOLD,430,Thin-Jam Lock Nut 3,,,,1594.0,,,,,,,,,False
HOLD,431,Thin-Jam Lock Nut 4,,,,1604.0,,,,,,,,,False
HOLD,432,Thin-Jam Lock Nut 13,,,,1613.0,,,,,,,,,False
HOLD,433,Thin-Jam Lock Nut 14,,,,1623.0,,,,,,,,,False
HOLD,434,Thin-Jam Lock Nut 7,,,,1632.0,,,,,,,,,False
HOLD,435,Thin-Jam Lock Nut 8,,,,1642.0,,,,,,,,,False
HOLD,436,Thin-Jam Lock Nut 12,,,,1652.0,,,,,,,,,False
HOLD,437,Thin-Jam Lock Nut 11,,,,1661.0,,,,,,,,,False
HOLD,438,Lock Nut 5,,,,1671.0,,,,,,,,,False
HOLD,439,Lock Nut 6,,,,1680.0,,,,,,,,,False
HOLD,440,Lock Nut 16,,,,1690.0,,,,,,,,,False
HOLD,441,Lock Nut 17,,,,1676.0,,,,,,,,,False
HOLD,442,Lock Nut 7,,,,1661.0,,,,,,,,,False
HOLD,443,Lock Nut 8,,,,1647.0,,,,,,,,,False
HOLD,444,Lock Nut 9,,,,1632.0,,,,,,,,,False
HOLD,445,Lock Nut 22,,,,1618.0,,,,,,,,,False
HOLD,446,Lock Nut 23,,,,1604.0,,,,,,,,,False
